tic_id,sector,period_days,duration_hours,cadence_minutes,cadences_per_transit,sector_duration_days,expected_transits,largest_chunk_points,num_chunks
709015,91,7.122605,3.072,1.999962885165587,92.16171028330818,23.731705255986526,3.3318856311681646,4788,5
1129033,4,1.360029395,2.1652751,1.9999717018799856,64.95917211122422,25.60941439770363,18.83004477098352,8551,3
1129033,31,1.360029395,2.1652751,1.9999682692287024,64.95928360408585,25.4287389780161,18.697198069028573,8213,2
2521105,91,1.33711647,1.809816,1.9999776386248413,54.29508705640547,23.75265777671575,17.76409034638228,4788,4
2764004,91,11.811437,2.064,1.9999923907744233,61.92023558252016,23.752816712035383,2.0110014312429034,4788,4
4070275,5,5.424019,1.6,2.0000380724741262,47.9990862780148,25.66298274753808,4.731359301569202,8666,2
4070275,32,5.424019,1.6,2.000021240892238,47.99949022400034,25.90163599499556,4.775358639967072,9317,2
4070275,98,5.424019,1.6,1.999996376762283,48.00008695786274,51.61943329938049,9.516823834758043,5082,11
4616072,6,4.1876244,3.0456,2.000027334797778,91.36675125416541,21.772502856995516,5.199249210840284,8436,2
4616072,7,4.1876244,3.0456,1.9999649691817467,91.36960037593232,24.352356871079337,5.815315449752212,8098,2
4616072,33,4.1876244,3.0456,2.000014528821339,91.36733627014756,25.839071384119052,6.170341204459276,8731,2
4616072,87,4.1876244,3.0456,2.0000064402847784,91.3677057829776,24.288999772188617,5.800185845747918,4829,5
5078530,22,8.1352,3.08,2.0000011596857803,92.39994642254803,26.354153137177946,3.2395212333043992,8807,2
5078530,49,8.1352,3.08,1.9999756348261144,92.40112568474727,24.133013074376322,2.9664929042157935,7382,2
6663331,13,3.1810781,2.3544,1.9999850651220186,70.63252744408945,25.356860524003423,7.9711530892634865,9728,4
6663331,67,3.1810781,2.3544,1.9999749393900856,70.63288505158971,24.066284168948187,7.565449012065496,5009,4
6663331,94,3.1810781,2.3544,1.9999702343920944,70.63305121785386,24.110740194108075,7.579424156265787,3848,5
8260536,48,4.77271,3.127,2.0000185573735507,93.80912957446999,26.121074295134804,5.473006802243338,8407,2
8400842,19,3.19152309,2.9638,1.9999864212877583,88.91460367290868,25.013708529508904,7.83754584382747,8637,2
8400842,59,3.19152309,2.9638,1.9999843336699996,88.9146964834885,24.851218213152606,7.786632749428928,4596,4
8400842,73,3.19152309,2.9638,1.99995952356403,88.91579949733254,26.84944795665615,8.412738118919938,4650,5
8400842,86,3.19152309,2.9638,2.000009136245353,88.91359383179577,26.565289959901293,8.323702887545549,4733,21
8767448,21,4.35301,4.003,1.9999884152639424,120.0906956095058,27.344320252398347,6.281703982393412,9598,2
9006668,2,1.273099,1.587,2.000005247173249,47.60987509136852,27.405469027628442,21.526581222378184,9226,3
9006668,29,1.273099,1.587,1.9999937633110676,47.610148464843,24.338719575743653,19.11769593389332,7516,2
9006668,69,1.273099,1.587,1.9999950507190078,47.61011781792558,24.034634075630038,18.878841374967728,4358,10
9006668,96,1.273099,1.587,2.0000030901428545,47.609926439263006,24.082008251597472,18.916053073325383,4229,5
10837041,30,0.7826942,1.0403706,2.0000071547110565,31.2110063471339,25.89310614294618,33.08202123248924,8304,2
10837041,97,0.7826942,1.0403706,1.999979609681759,31.211436205558492,52.106476812293295,66.5732246543967,5065,8
11023038,92,28.380619,4.9392,2.000148608494783,148.1649907118754,24.8740444021405,0.8764447456956629,4281,4
11439959,92,3.619188,4.36848,2.000148598017404,131.04466351140542,24.93654911496469,6.890094992292385,4348,4
11755687,87,3.052524,2.2564388,1.9999601610470563,67.69451243924782,23.013499294575922,7.539170632098527,4829,5
12421862,2,10.215213,2.26,2.0000273740879493,67.79907203111966,27.405800991506567,2.6828418547421933,9226,3
12421862,29,10.215213,2.26,2.0000185737444554,67.79937035591038,23.394590532751863,2.290171583573623,6779,2
12421862,69,10.215213,2.26,2.0000198598427232,67.79932675801692,23.67521003995853,2.317642328158848,4433,10
12421862,96,10.215213,2.26,2.0000265614362434,67.79909957926958,24.18367920962055,2.3674180077909828,4276,5
13349647,8,1.53736596,1.81584,1.9999743513471913,54.475898616705024,23.941317213726506,15.57294608872861,7855,2
13349647,34,1.53736596,1.81584,2.000030620765756,54.474365976599856,24.98232567916557,16.250083798632804,8505,2
13349647,61,1.53736596,1.81584,2.000016507736291,54.474750372593164,23.979384130749168,15.597707217837169,4031,4
13349647,88,1.53736596,1.81584,2.0000218656059587,54.47460443988227,23.166921945908598,15.069230455648047,4963,5
13349647,99,1.53736596,1.81584,2.000039982958697,54.474110981935276,23.652026471233512,15.384773103232694,3221,4
14156936,71,4.9394392,4.98,2.0000822670408525,149.39385490481772,24.081558342518292,4.875362843320006,4192,4
14227229,70,5.3518963,3.2362,2.0001556519127917,97.0784447771898,23.82405852095735,4.451517216609251,4048,4
14227229,71,5.3518963,3.2362,2.00008360814536,97.08194157945832,24.076014566918275,4.4985951179432,4192,4
14570090,44,18.718269,6.888,2.000199278409127,206.61941260608052,24.04821033583721,1.2847454182775775,8142,2
14570090,45,18.718269,6.888,2.000180159811862,206.62138756484484,24.357743431886774,1.301281834975594,8423,2
14570090,46,18.718269,6.888,2.000120471493574,206.62755363500003,25.980732432274635,1.387987982877831,8556,2
14570090,71,18.718269,6.888,2.0002003680565394,206.61930004620308,23.660671443804404,1.2640416399510235,4121,4
14570090,72,18.718269,6.888,2.000171754989424,206.6222557983203,23.420070284220856,1.2511878253390234,4531,4
14570099,44,26.201446,3.33,2.000199278409127,99.8900470351696,24.048210247710813,0.9178199648870834,8142,2
14570099,45,26.201446,3.33,2.000180159811862,99.891001827952,24.36191086015242,0.9297926099251324,8426,2
14570099,46,26.201446,3.33,2.00012047214841,99.89398277864072,25.98073321528409,0.9915763128219751,8556,2
14570099,71,26.201446,3.33,2.0002003680565394,99.88999261815569,23.659282407739283,0.9029762100816605,4121,4
14570099,72,26.201446,3.33,2.000171754989424,99.89142157497194,23.420070694584865,0.8938464958989235,4531,4
14770122,44,3.54387,4.188,2.000196429544303,125.62766150784906,24.19124294158246,6.826221882174702,8245,2
14770122,45,3.54387,4.188,2.000160713796504,125.62990477052494,24.286679701182038,6.853151978255985,8372,2
14770122,46,3.54387,4.188,2.0000869438808877,125.63453842282797,24.810813401620635,7.001050659764787,7714,2
14770122,71,3.54387,4.188,2.0001940803194884,125.62780905734074,23.600871763317627,6.659632481811586,4195,4
14770122,72,3.54387,4.188,2.0001486215915065,125.63066428536592,22.46001693404196,6.337709039564645,4562,4
15756231,43,8.249164,4.89,2.0001654142106418,146.68786787106268,24.40477184333622,2.958453952829186,8190,2
15756231,44,8.249164,4.89,2.0001030528510455,146.6924414628402,24.251225070060173,2.939840336555337,8070,2
16005254,71,3.792622,1.773,2.000092995876912,53.187526889648055,24.08168321937137,6.349613333301175,4192,4
17307715,43,6.342,2.4096,2.000172456318978,72.28176727624316,24.372913742854053,3.8430958282645937,8167,2
17307715,44,6.342,2.4096,2.0001131124445237,72.28391189501292,24.056907706970378,3.793268323394888,7987,2
17307715,71,6.342,2.4096,2.0000997013994493,72.28439657225171,24.14148773578927,3.8066048148516667,4166,4
21276520,45,50.819172,3.7496,2.0001883727672976,112.4774061598716,24.160586586771842,0.4754226728993507,8281,2
21832928,25,16.34136,4.6981114,2.0000004315079423,140.9433115909208,25.664018732764816,1.57049466707574,6589,5
21832928,26,16.34136,4.6981114,1.9999679044849472,140.94560386087517,24.866182860917206,1.5216715659478284,8500,2
21832928,52,16.34136,4.6981114,1.9999910313345026,140.94397403967852,24.440307974891766,1.4956104005353144,3876,4
21832928,79,16.34136,4.6981114,1.9999832754547242,140.9445206165082,27.134630797244427,1.660487915157883,5252,5
22529346,7,1.27492504,2.9053,1.9999988304334693,87.15905096915444,24.454146048130042,19.180850074236552,8171,2
22529346,33,1.27492504,2.9053,2.0000312939373543,87.15763624719567,25.839290259825248,20.267301566078935,8731,2
22529346,34,1.27492504,2.9053,1.9999856944195926,87.15962343450066,25.06232184369628,19.65787874375444,8563,2
22529346,61,1.27492504,2.9053,1.9999786208791193,87.1599317013579,24.120579769817596,18.919214081651102,4068,4
22529346,87,1.27492504,2.9053,2.0000275620259345,87.15779887724348,24.864237763639267,19.502509546474407,4748,5
22529346,88,1.27492504,2.9053,1.9999802933307365,87.15985881525538,27.77060158629547,21.782144608513978,5249,4
26017005,42,4.098503,2.3208,2.0001898396003526,69.61739193106912,22.435451008276686,5.474059920970336,6390,2
26017005,43,4.098503,2.3208,2.0001493222662248,69.61880218134323,24.286509994378775,5.9257026271247755,8105,2
26017005,44,4.098503,2.3208,2.000078914279584,69.6212529444901,24.25232358825633,5.917361433737228,8070,2
26017005,70,4.098503,2.3208,2.0001392240374116,69.61915367017244,23.93498886097632,5.839934449474923,4000,4
26017005,71,4.098503,2.3208,2.0000621491635684,69.62183653054677,24.01047585854394,5.858352637180927,4192,4
26416742,81,2.633867,2.061,2.000003760695108,61.82988373832934,26.62369420204459,10.108215108069082,4908,5
26416742,82,2.633867,2.061,1.999973922756908,61.83080618848177,25.852449131508365,9.815396575266847,4944,4
26416803,74,7.61760804,3.479,1.999979977044859,104.37104490837511,26.70388376694791,3.5055470991321718,4643,7
26416803,75,7.61760804,3.479,2.0000154672015924,104.36919285032708,27.697410410053635,3.6359721141616568,5157,6
26416803,81,7.61760804,3.479,2.000003760040272,104.3698037826673,26.623694036734832,3.4950202080409,4908,5
26416803,82,7.61760804,3.479,1.9999735891178716,104.37137827008453,25.852448115668267,3.3937750511600577,4944,4
26417717,74,0.631332353,1.1076,1.9999794757677591,33.22834099309375,26.703875260480345,42.29765056960473,4643,6
26417717,75,0.631332353,1.1076,2.0000144600635394,33.22775976224128,27.697394027856717,43.87133638287774,5157,6
26417717,81,0.631332353,1.1076,2.0000047652138164,33.22792083092628,26.62370522773972,42.17066510408935,4908,5
26417717,82,0.631332353,1.1076,1.9999749295675429,33.22841652538607,25.852464603686713,40.94905715007245,4944,4
26472830,80,3.0091324,2.269,2.000034926313674,68.0688113036725,26.4476964284504,8.789143484829847,4721,6
26472830,81,3.0091324,2.269,2.000006442249287,68.06978073875179,26.62372998904584,8.84764325725443,4908,5
26472830,82,3.0091324,2.269,1.9999787839333294,68.07072209648916,25.85251934158896,8.591353222473348,4944,4
26472830,83,3.0091324,2.269,1.999954974744469,68.07153246907191,24.918884954235637,8.281086254043071,4799,9
26541144,74,22.12679948,3.686,1.9999776314216433,110.58123677252976,26.703857576876544,1.2068558582552196,4643,6
26541144,75,22.12679948,3.686,2.000011779164197,110.57934873384724,27.697360553678664,1.2517562957405473,5157,6
26541144,81,22.12679948,3.686,2.000006106318324,110.57966238269067,26.623728282630054,1.2032344897731253,4908,5
26541144,82,22.12679948,3.686,1.999977277155267,110.58125636035932,25.852498202079914,1.168379467868704,4944,4
26547036,15,141.834025,8.681,1.999979517349857,260.43266717560374,23.074820692495905,0.16268889423744343,6731,2
26547036,56,141.834025,8.681,1.999963033158565,260.43481372623154,27.88009909815446,0.19656848276113198,5148,4
26547036,82,141.834025,8.681,1.9999861609903746,260.43180205910767,25.852623500356458,0.18227377739831085,4944,4
26582909,81,27.5722742,5.292,2.0000067768705776,158.75946205383633,26.623737238227932,0.9655981601339193,4908,5
26582909,82,27.5722742,5.292,1.999978449966875,158.76171066006185,25.852514188115492,0.937627197545986,4944,4
26584326,74,4.959319244,2.22739,1.9999772968003526,66.82245854180861,26.70385607267417,5.3845809795329584,4643,6
26584326,75,4.959319244,2.22739,2.000012450371287,66.82128402510202,27.69737134980278,5.584913974496049,5157,6
26584326,81,4.959319244,2.22739,2.00000610697316,66.82149596145884,26.623725313108025,5.368423366839828,4908,5
26584326,82,4.959319244,2.22739,1.9999762719817227,66.82249278266505,25.85248516880256,5.212910058185914,4944,4
26656435,81,14.2563227,4.389,2.0000071128015406,131.66953173037595,26.6237450981248,1.8675043809245984,4908,5
26656435,82,14.2563227,4.389,1.9999786156404298,131.67140785436536,25.852513206850745,1.8134068476754348,4944,4
26656768,74,9.4060467,5.161,1.9999756197648821,154.8318874189095,26.703835186484866,2.8390072937321125,4643,7
26656768,75,9.4060467,5.161,2.0000097675074358,154.8292438521047,27.69733328478651,2.944630636884517,5157,6
26656768,81,9.4060467,5.161,2.000007782698958,154.82939750470464,26.62375201133227,2.830493283786511,4908,5
26656768,82,9.4060467,5.161,1.9999792875023559,154.8316034746111,25.852523138125434,2.748500402206746,4944,4
26657021,81,5.86601526,3.978,2.0000077846634667,119.33953549093897,26.62375409248898,4.538643851480362,4908,5
26657021,82,5.86601526,3.978,1.9999796214688104,119.34121599934623,25.852528513486504,4.407170347778213,4944,4
26657021,83,5.86601526,3.978,1.999954473139951,119.34271664957939,24.918878595747174,4.248007802786925,4799,9
26814296,74,6.2216147,3.2606,1.9999746132816654,97.81924165476781,26.703821676370353,4.292104696931868,4643,7
26814296,75,6.2216147,3.2606,2.000009432231309,97.81753868117455,27.697328715135882,4.451791062396693,5157,6
26814296,81,6.2216147,3.2606,2.000008453906048,97.81758652965682,26.62376203492431,4.27923671244449,4908,5
26814296,82,6.2216147,3.2606,1.9999792888120282,97.81901297398247,25.85252434267477,4.155275694374769,4944,4
26817284,74,4.977656,2.553,1.9999746126268292,76.59097222179666,26.70382170361154,5.364738283162103,4643,7
26817284,75,4.977656,2.553,2.0000107733358163,76.58958743732725,27.697347064402493,5.564335314534089,5157,6
26817284,81,4.977656,2.553,2.0000081186299212,76.58968909832922,26.623755387143774,5.3486531385744165,4908,5
26817284,82,4.977656,2.553,1.9999779470526846,76.5908445269296,25.85250297860057,5.193710248076719,4944,4
26817863,74,6.91134416,5.6555,1.9999746126268292,169.66715370167293,26.70382162992064,3.8637667307137313,4643,7
26817863,75,6.91134416,5.6555,2.000010104093235,169.664142848841,27.69733929845279,4.0075184591086535,5157,6
26817863,81,6.91134416,5.6555,2.0000084525963757,169.6642829481484,26.62375823931916,3.8521823863737614,4908,5
26817863,82,6.91134416,5.6555,1.9999786169501022,169.66681399697484,25.852512001486502,3.7405910345356763,4944,4
27006192,74,10.065275,1.44,1.99997277057264,43.20058816363865,26.703792401642204,2.6530613819932594,4643,6
27006192,75,10.065275,1.44,2.0000054089177866,43.19988316769177,27.69727709541803,2.751765559849883,5157,6
27006192,76,10.065275,1.44,2.0000372490176233,43.19919543620394,27.078245921577036,2.690263894585795,5103,6
27006192,81,10.065275,1.44,2.000011807649571,43.199744956275,26.62379882938376,2.64511390194344,4908,5
27006192,82,10.065275,1.44,1.9999829768494237,43.200367703182174,25.852575542715385,2.5684917245396064,4944,4
27006192,83,10.065275,1.44,1.9999574906250928,43.200918222014515,24.918918792095155,2.475731541571905,4799,9
27007509,74,24.7576421,7.361,1.9999732708674856,220.8329513366099,26.70379927817885,1.0786083412272467,4643,6
27007509,75,24.7576421,7.361,2.0000074199197115,220.82918073260447,27.69730114985032,1.1187374402609334,5157,6
27007509,81,24.7576421,7.361,2.0000114700815175,220.82873353821245,26.623785875734484,1.0753764743910925,4908,5
27007509,82,24.7576421,7.361,1.9999812998139532,220.8320648003484,25.852549621563412,1.0442250323007702,4944,4
27007509,83,24.7576421,7.361,1.9999549760541413,220.8349714308987,24.918885831192256,1.006512887234615,4799,9
27014562,81,49.276764,3.696,2.0000121419434436,110.87932685474215,26.623801490405185,0.5402911905985788,4908,5
27014562,82,49.276764,3.696,1.9999833104884601,110.88092527424097,25.85257706531138,0.5246403165863607,4944,4
27081773,76,3.35183158,1.9405,2.0000357409298886,58.213959689474095,27.07823340762843,8.078637831686171,5103,6
27081773,81,3.35183158,1.9405,2.0000121419434436,58.21464658052681,26.623809985347634,7.943063173045119,4908,5
27081773,82,3.35183158,1.9405,1.9999839820229681,58.21546624700062,25.852587845020935,7.7129734081152534,4944,4
27081773,83,3.35183158,1.9405,1.9999583275057375,58.216213007401265,24.91892981173669,7.434421812964925,4799,9
27082724,74,12.73719978,3.382,1.999972098710714,101.46141545215197,26.703783468396068,2.0965191666638106,4643,6
27082724,75,12.73719978,3.382,2.000005742884241,101.45970866431901,27.697278680994714,2.1745186665349387,5157,6
27082724,81,12.73719978,3.382,2.0000118066673167,101.45940105130282,26.623803792052513,2.0902399469196764,4908,5
27082724,82,12.73719978,3.382,1.999982808229106,101.46087214603433,25.852570972599096,2.0296903102040456,4944,4
27082724,83,12.73719978,3.382,1.9999566511251032,101.46219913608856,24.91890629083582,1.9563881167949948,4799,9
27083727,74,7.1,5.1462,1.9999721000203863,154.38815371317062,26.703790231427774,3.7610972156940528,4643,7
27083727,75,7.1,5.1462,2.0000070846435847,154.38545311704502,27.697297398133742,3.901027802554048,5157,6
27083727,81,7.1,5.1462,2.0000118066673167,154.38508861331007,26.62379283760356,3.7498299771272623,4908,5
27083727,82,7.1,5.1462,1.9999813004687894,154.387443486409,25.85255123368279,3.641204399110252,4944,4
27083727,83,7.1,5.1462,1.9999548071064055,154.38948865386644,24.91888219763723,3.509701717977075,4799,9
27187386,74,16.45809937,1.8214,1.999971763434587,54.64277146209536,26.703779270343148,1.6225311726467688,4643,6
27187386,75,16.45809937,1.8214,2.0000057435390772,54.6418430812195,27.69727933257127,1.6828965915139733,5157,6
27187386,76,16.45809937,1.8214,2.00003641017247,54.64100525578735,27.078262892835482,1.645284931393356,5103,4
27187386,81,16.45809937,1.8214,2.000012140633771,54.64166830775821,26.623806158077514,1.61767197776237,4908,5
27187386,82,16.45809937,1.8214,1.9999826415732969,54.6424742536921,25.852568934283227,1.5708113283972247,4944,4
27187386,83,16.45809937,1.8214,1.999956148210913,54.64319810099908,24.91890057379578,1.5140813051121942,4799,9
27239111,74,2.78815679,3.326,1.9999710928823333,99.78144219694526,26.703774663323202,9.577572810502957,4643,7
27239111,75,2.78815679,3.326,2.0000074199197115,99.77962982157894,27.6973011238897,9.933910898852178,5157,6
27239111,81,2.78815679,3.326,2.000011807322153,99.77941093617542,26.623801138598083,9.548889515140246,4908,5
27239111,82,2.78815679,3.326,1.9999809645378264,99.78094968824672,25.852542148514658,9.272269852698871,4944,4
27239856,81,38.1312831,6.345,2.0000121419434436,190.3488443975484,26.623805696490763,0.6982142622022275,4908,5
27239856,83,38.1312831,6.345,1.9999541385186603,190.3543649665784,24.918874162535303,0.6535021152365917,4799,9
27240404,74,1.916944254,1.4629,1.9999710935371695,43.88763431813507,26.7037706469946,13.930384564534448,4643,6
27240404,75,1.916944254,1.4629,2.0000057448487496,43.88687393827357,27.697281988703253,14.448663246679502,5157,6
27240404,76,1.916944254,1.4629,2.0000374166556867,43.88617896297617,27.07827607908257,14.125750408536696,5103,4
27240404,81,1.916944254,1.4629,2.000012475909898,43.88672623657887,26.62381054216212,13.888672290082214,4908,5
27240404,82,1.916944254,1.4629,1.99998230629717,43.88738826520297,25.852563212004497,13.486340647652709,4944,4
27240404,83,1.916944254,1.4629,1.9999551436922047,43.88798432646673,24.91888660977793,12.999275569845512,4799,9
27240575,76,6.647520065,1.961,2.0000370833440684,58.82890921365924,27.078273455896124,4.073439898055595,5103,4
