tic_id
1129452
1190662
1230647
1449640
1450518
1630438
2236015
2595273
3034524
3815360
4206238
4254645
4629065
4723156
5364915
6518047
6667908
7849727
7851729
8592033
8624617
8766412
8895896
8989778
9473243
9825731
9845586
9945183
10393493
10467747
10756751
11046410
11437325
12029932
12158853
12494582
12673900
12862119
13325340
13684720
13957444
14040050
14091704
14207118
14307980
15445546
15613315
16485009
16596302
16703161
16805617
17299918
18250189
21184505
21639186
21827849
22221233
22390773
22457438
22481474
22538139
22590328
22818693
22937402
23221002
23753424
24077469
24133365
24433067
24450633
24522770
24588623
25078924
25156751
25195864
25858367
26542657
26543048
26656583
26993764
27112021
27397122
27845677
27915909
28157482
28159019
28290956
28359831
28498786
28586609
28763683
29053989
29684896
29848012
29983149
30287190
30313682
30562668
30993392
31054255
31273263
31779608
31850842
31961007
32050581
32268776
32543789
32702481
32759110
32959497
33742828
33834253
35481236
37435039
37606218
37817410
38021254
38423705
38677487
38687360
38707340
38936062
39174351
40038743
40219040
41170667
41536849
41561453
41591173
41870248
42828781
43273020
43533897
43846099
44623916
46908113
47380518
47762157
47831368
48084398
48450535
48880872
49534600
49558810
50743469
50758245
50897998
51104846
51155192
51325134
52641430
52641431
53122807
53708889
55252407
55497281
55655482
55727842
55778901
56023695
56332484
56777828
56912737
57256934
57297550
57652994
58229181
59025325
60433558
60979860
60987622
61120063
61135882
61730680
62257830
62573638
62702862
63006634
63291675
63309085
63310637
63315565
63370066
63451547
63459761
63579446
63623869
63818344
63916460
63972440
64366964
64783257
65200579
65348716
66080183
66509654
66572840
66646031
66668289
66715008
66786762
67559369
67686556
67687692
67808952
67813700
67949277
69559020
69889494
70555928
71107089
71330078
71612483
71847068
72121778
72534221
73177813
75490265
76698707
77044472
77139245
77158150
77209028
77557473
77703308
78450017
79548760
79635841
80650858
81609273
82337809
83391903
83833793
83914837
83939434
84069091
85031598
85585153
85785338
87094608
88589037
88646716
88977253
89018905
89787778
90616971
90716944
91369561
91638523
92320552
92349924
92594505
93911780
93997745
94257578
94637805
95778110
95867802
97402522
97467902
98064760
98658304
98853987
98853990
99028319
99746674
99813351
99931724
100508429
101070833
101302325
101546875
101547609
102195674
102643159
102691227
102929927
102978235
103452621
103573024
103656297
105233028
112099606
112236473
114500611
114547549
114819301
116161302
116374184
116417661
116484192
116503129
116991977
117099990
117648603
117739806
117879940
117925262
118271404
118586896
119058688
120251815
120258315
120362128
120393264
120626764
120684604
120893542
121020626
121134517
121156576
121455954
121460104
121714982
122070918
122104276
122275115
122446960
122606463
122712115
122891349
123042728
123201406
123201494
123311124
123357952
123405765
123492200
124033255
124282575
124950413
125115082
125175122
125267683
125857387
126336928
127955334
128790976
129116176
129913061
134283998
134522557
135244338
136656542
136732283
137152301
137205922
137341354
